id,url,visit_time,from_visit,transition,segment_id
10414,4527,13395325869654806,10368,805306368,1
10415,133,13395325889306613,10376,805306368,0
10416,4528,13395326157307903,10368,805306368,1
10417,4528,13395326157322270,10368,805306368,1
10418,4529,13395326192355212,0,805306368,0
10419,36,13395326966805068,0,805306368,0
10420,4530,13395326973812455,0,805306368,0
10421,4531,13395326975457084,0,805306368,0
10422,4384,13395326982122436,0,805306368,0
10423,9,13395326985471526,0,805306376,0
10424,9,13395326986649195,10423,805306368,0
10425,52,13395326987785484,10424,805306368,0
10426,4532,13395326992110817,10425,805306368,0
10427,52,13395326992869267,0,822083584,0
10428,9,13395326994039830,0,822083584,0
10429,133,13395327041932145,10376,805306368,0
10430,134,13395327042885592,10376,822083584,0
10431,133,13395327044749610,10430,805306368,0
10432,57,13395330071836043,10430,805306368,0
10433,133,13395330084311253,10430,805306368,0
10434,4533,13395330518089293,0,838860805,0
10435,4534,13395330529730969,10434,805306368,0
10436,4535,13395330531336538,10435,268435456,0
10437,4536,13395330531336538,10436,-1610612736,0
10438,4537,13395330533905940,10437,805306368,0
10439,4538,13395330537493381,10438,805306368,0
10440,4539,13395330545538265,10439,805306368,0
10441,4540,13395330562564046,10440,805306368,0
10442,4541,13395330572011060,10441,805306368,0
10443,4542,13395330607039721,10442,805306368,0
10444,4543,13395330629209584,10443,805306368,0
10445,4544,13395330675485572,10444,805306368,0
10446,4543,13395330683665095,10443,822083584,0
10447,4545,13395330687581524,10446,805306368,0
10448,4543,13395330688656529,10443,822083584,0
10449,4546,13395330691272315,10448,805306368,0
10450,4543,13395330695568891,10443,822083584,0
10451,4547,13395330697507563,10450,805306368,0
10452,4543,13395330703288129,10443,822083584,0
10453,4548,13395330705832541,10452,805306368,0
10454,4543,13395330714398878,10443,822083584,0
10455,2505,13395330717178574,10454,805306368,0
10456,4549,13395330718652936,10455,805306368,0
10457,2505,13395330731031432,10454,822083584,0
10458,4550,13395330734246571,10457,805306368,0
10459,4551,13395330745489811,10458,805306368,0
10460,4552,13395330753410464,10459,805306368,0
10461,4553,13395330799800203,10460,805306368,0
10462,4554,13395330819065935,10461,805306368,0
10463,4555,13395330856291058,10462,805306368,0
10464,4556,13395330866314456,10463,805306368,0
10465,2516,13395330891935299,10464,805306368,0
10466,4557,13395330898477492,10465,805306368,0
10467,4558,13395330918812035,10466,805306368,0
10468,4559,13395330929666499,10467,805306368,0
10469,4558,13395330939093757,10466,822083584,0
10470,4557,13395330939905854,10465,822083584,0
10471,4560,13395330941918469,10470,805306368,0
10472,4561,13395330943932096,10471,805306368,0
10473,4560,13395330959915360,10470,822083584,0
10474,4562,13395330967020503,10473,805306368,0
10475,4560,13395330969649261,10470,822083584,0
10476,2516,13395330973205648,10475,805306368,0
10477,4563,13395330979507394,10476,805306368,0
10478,2516,13395330982351762,10475,822083584,0
10479,4560,13395330982746980,10470,822083584,0
10480,4557,13395330983070683,10465,822083584,0
10481,2516,13395330983209845,10464,822083584,0
10482,4556,13395330983542511,10463,822083584,0
10483,4555,13395330983698853,10462,822083584,0
10484,4554,13395330983852172,10461,822083584,0
10485,4553,13395330984154540,10460,822083584,0
10486,4552,13395330984309464,10459,822083584,0
10487,4551,13395330984509732,10458,822083584,0
10488,4550,13395330984666545,10457,822083584,0
10489,2505,13395330984814347,10454,822083584,0
10490,4543,13395330984984042,10443,822083584,0
10491,4542,13395330985314982,10442,822083584,0
10492,4541,13395330985780693,10441,822083584,0
10493,4540,13395330985933016,10440,822083584,0
10494,4539,13395330986077989,10439,822083584,0
10495,4538,13395330986244275,10438,822083584,0
10496,4537,13395330986404563,10437,822083584,0
10497,4536,13395330986607020,0,822083584,0
10498,4534,13395330986781400,0,822083584,0
10499,4564,13395330998430919,10498,805306375,0
10500,4565,13395331002089212,10499,805306368,0
10501,4566,13395331004190808,0,805306368,0
10502,4565,13395331049696539,0,822083584,0
10503,4567,13395331053008258,0,805306368,0
10504,4565,13395331053456202,0,822083584,0
10505,4566,13395331055094891,0,805306368,0
10506,4568,13395331062028564,0,805306368,0
10507,4569,13395331068994657,0,838860801,31
10508,4570,13395331073265976,0,301989889,32
10509,4571,13395331073265976,10508,-1577058303,0
10510,4572,13395331076226415,0,301989889,33
10511,4573,13395331076226415,10510,-1577058303,0
10512,4574,13395331078286936,0,805306368,0
10513,4575,13395331086303840,0,805306368,0
10514,4576,13395331098955317,0,838860805,0
10515,4577,13395331104086632,10514,805306375,0
10516,4576,13395331104992632,0,855638021,0
10517,4574,13395331106206370,0,822083584,0
10518,4573,13395331106999100,0,855638017,0
10519,4578,13395331109272195,0,805306368,0
10520,4574,13395331155159600,0,805306368,0
10521,4579,13395331160436379,0,805306368,0
10522,4574,13395331166856192,0,805306368,0
10523,4574,13395331166989968,0,805306368,0
10524,4579,13395331167507159,0,805306368,0
10525,4580,13395331172116013,0,805306368,0
10526,4581,13395331175502842,0,805306368,0
10527,4580,13395331176945019,0,822083584,0
10528,4574,13395331179353049,0,805306368,0
10529,36,13395331185261245,0,805306368,0
10530,4582,13395331198890062,0,805306368,0
10531,4565,13395331203776697,0,822083584,0
10532,4564,13395331204222274,0,822083591,0
10533,4583,13395331205940982,10532,805306368,0
10534,4584,13395331208083314,0,805306368,0
10535,4585,13395331209609724,0,805306368,0
10536,4586,13395331227700630,0,805306368,0
10537,4567,13395331229546286,0,805306368,0
10538,4587,13395331240541149,0,268435456,0
10539,4573,13395331240541149,10538,-1610612736,0
10540,4574,13395331243503762,0,805306368,0
10541,4580,13395331437589517,0,805306368,0
10542,4588,13395331439089941,0,805306368,0
10543,4588,13395331440181538,0,805306368,0
10544,4588,13395331441035800,0,805306368,0
10545,4588,13395331441461385,0,805306368,0
10546,4588,13395331441732381,0,805306368,0
10547,4588,13395331441871508,0,805306368,0
10548,4588,13395331442023351,0,805306368,0
10549,4588,13395331442229006,0,805306368,0
10550,4360,13395331476274360,0,805306376,0
10551,4589,13395331480156689,0,838860805,0
10552,4590,13395331482329735,0,838860805,0
10553,4535,13395331484253716,10552,268435456,0
10554,4536,13395331484253716,10553,-1610612736,0
10555,4539,13395331487770513,10554,805306368,0
10556,4536,13395331493874534,0,822083584,0
10557,4591,13395331496387290,10556,805306368,0
10558,4536,13395331501725750,0,822083584,0
10559,4592,13395331504231115,10558,805306368,0
10560,4593,13395331513806173,0,268435456,0
10561,4594,13395331513806173,10560,-2147483648,0
10562,4595,13395331513806173,10561,-1610612736,0
10563,4596,13395331524726918,10559,805306368,0
10564,4597,13395331545626248,10563,805306368,0
10565,4598,13395331548134567,0,805306368,0
10566,4596,13395331553257973,10559,822083584,0
10567,4599,13395331563629015,10566,805306368,0
10568,4600,13395331589230600,10567,805306368,0
10569,4601,13395331646734584,0,805306368,0
10570,4602,13395331651988136,10568,805306368,0
10571,4600,13395331659410195,10567,822083584,0
10572,2505,13395331661210557,10571,805306368,0
10573,4603,13395331905244503,10572,805306368,0
10574,2505,13395331905951233,10571,822083584,0
10575,4604,13395331907552781,10574,805306368,0
10576,4605,13395331920667177,10575,805306368,0
10577,4606,13395331937468107,10576,805306368,0
10578,4605,13395331938782300,10575,822083584,0
10579,4607,13395331943051216,10578,805306368,0
10580,4608,13395331951709300,10579,805306368,0
10581,4609,13395331973572514,10580,805306368,0
10582,4610,13395331997213739,10581,805306368,0
10583,4611,13395332008099964,10582,805306368,0
10584,4612,13395332020407915,10583,805306368,0
10585,4611,13395332023795274,10582,822083584,0
10586,4613,13395332025474198,10585,805306368,0
10587,4614,13395332403473160,10586,805306368,0
10588,4613,13395332411094722,10585,822083584,0
10589,4615,13395332413521740,10588,805306368,0
10590,4616,13395332439728800,10589,805306368,0
10591,4617,13395333235582000,0,805306368,0
10592,4618,13395333538445114,0,805306368,0
10593,4619,13395333553836568,0,805306368,0
10594,36,13395333562426502,0,805306368,0
10595,4620,13395333833152620,10420,805306368,0
10596,25,13395334207628370,0,805306370,1
10597,4486,13395334209785040,10596,805306368,1
10598,4621,13395334212246108,10596,805306368,1
10599,4531,13395334455088715,0,805306376,0
10600,4622,13395334560127636,10599,805306368,0
10601,4623,13395334576165496,10596,805306368,1
10602,4624,13395334576696411,10596,805306368,1
10603,4384,13395334588169475,0,805306376,0
10604,43,13395334590850963,0,805306368,0
10605,190,13395334593540061,0,805306368,0
10606,4625,13395334602072515,0,805306368,0
10607,36,13395334714991933,0,805306368,0
10608,4479,13395334867364975,0,805306368,0
10609,9,13395334901266770,0,805306376,0
10610,4626,13395334906863077,0,805306368,0
10611,190,13395334910048984,0,805306368,0
10612,4384,13395334914560452,0,805306368,0
10613,4410,13395334917300875,0,805306368,0
10614,4626,13395334919231896,0,805306368,0
10615,42,13395334922296916,0,805306368,0
10616,190,13395334933198390,0,805306368,0
10617,4627,13395334939534044,0,805306368,0
10618,36,13395336933309272,0,805306368,0
10619,4628,13395336936786308,0,805306368,0
10620,4629,13395337670145749,0,805306368,0
10621,4628,13395337672653938,0,822083584,0
10622,4628,13395337672661543,0,805306368,0
10623,36,13395337886102099,0,805306368,0
10624,4630,13395337891161094,0,805306368,0
10625,4631,13395337905501698,0,805306368,0
10626,4631,13395337982234874,0,805306368,0
10627,4632,13395337982511901,0,805306368,0
10628,4632,13395338046448566,0,805306368,0
10629,4633,13395338046756199,0,805306368,0
10630,4634,13395338059218706,0,805306368,0
10631,4635,13395338084986498,0,805306368,0
10632,4636,13395338127453959,0,805306368,0
10633,36,13395338138837640,0,822083584,0
10634,36,13395338138843631,0,805306368,0
10635,133,13395338140291678,10430,805306368,0
10636,9,13395338777810484,10609,805306368,0
10637,52,13395338779821146,10636,805306368,0
10638,9,13395338785318774,0,822083584,0
10639,52,13395338785374533,0,822083592,0
10640,9,13395338786040311,10639,822083584,0
10641,52,13395338787215678,10640,805306368,0
10642,4637,13395338789542344,10641,805306368,0
10643,52,13395338797391083,0,822083584,0
10644,9,13395338797444936,10639,822083584,0
10645,52,13395338800234546,10644,805306368,0
10646,4638,13395338802418753,10645,805306368,0
10647,52,13395338804084566,0,822083584,0
10648,4639,13395338811056609,0,805306368,0
10649,36,13395339123004147,0,805306368,0
10650,4640,13395339149593837,0,805306368,0
10651,4640,13395339225958973,0,805306368,0
10652,4641,13395339226008975,0,805306368,0
10653,4641,13395339275728236,0,805306368,0
10654,4642,13395339275971053,0,805306368,0
10655,4642,13395339279643625,0,805306368,0
10656,4643,13395339279854142,0,805306368,0
10657,4644,13395339297672747,0,805306368,0
10658,4645,13395339304485032,0,805306368,0
10659,4645,13395339372960044,0,805306368,0
10660,4646,13395339373337563,0,805306368,0
10661,4647,13395339419309950,0,805306368,0
10662,4648,13395339493042137,0,805306368,0
10663,4649,13395339494681193,0,805306368,0
10664,4650,13395339527572903,0,805306368,0
10665,4651,13395339531369143,0,805306368,0
10666,4652,13395339564736943,0,805306368,0
10667,4653,13395339625157664,0,805306368,0
10668,4652,13395339626978148,0,822083584,0
10669,4652,13395339626987094,0,805306368,0
10670,36,13395339631679589,0,805306368,0
10671,4654,13395339635818916,0,805306368,0
10672,4655,13395339692739421,0,805306368,0
10673,4656,13395339696352639,0,805306368,0
10674,4657,13395339698473993,0,805306368,0
10675,4658,13395339739448353,0,805306368,0
10676,4659,13395339741876507,0,805306368,0
10677,4660,13395339743386146,0,805306368,0
10678,4661,13395339787143078,0,805306368,0
10679,4662,13395339843107144,0,805306368,0
10680,4663,13395339848362516,0,805306368,0
10681,4664,13395339859743067,0,805306368,0
10682,4656,13395339898341012,0,805306368,0
10683,4665,13395339957556970,0,805306368,0
10684,4665,13395339984569610,0,805306368,0
10685,4666,13395339984872786,0,805306368,0
10686,4667,13395340015326103,0,805306368,0
10687,4666,13395340021894069,0,822083584,0
10688,4666,13395340021908755,0,805306368,0
10689,4663,13395340022201504,0,822083584,0
10690,4662,13395340022582764,0,822083584,0
10691,36,13395340023870263,0,805306368,0
10692,4668,13395340031278757,0,805306368,0
10693,4669,13395340122514907,0,805306368,0
10694,4659,13395340196076842,0,805306368,0
10695,4670,13395340198766546,0,805306368,0
10696,4670,13395340264527212,0,805306368,0
10697,4671,13395340264776198,0,805306368,0
10698,4672,13395340326455729,0,805306368,0
10699,4663,13395340329073091,0,805306368,0
10700,134,13395341555731142,10430,805306368,0
10701,133,13395341590520092,10700,805306368,0
10702,4673,13395341645519368,0,805306374,0
10703,4674,13395341653814242,0,805306368,0
10704,133,13395342265329519,10700,805306368,0
10705,4616,13395342268250934,0,805306376,0
10706,4563,13395342271906982,10705,805306368,0
10707,4675,13395342274333620,10706,805306368,0
10708,4537,13395342290973202,10707,805306368,0
10709,4676,13395342299948772,10708,805306368,0
10710,4677,13395342310436119,10709,805306368,0
10711,4678,13395342315723259,10710,805306368,0
10712,4679,13395342328277784,10711,805306368,0
10713,4680,13395342336923369,10712,805306368,0
10714,4681,13395342349801665,10713,805306368,0
10715,4544,13395342362999833,10714,805306368,0
10716,4682,13395342402042336,10715,805306368,0
10717,4544,13395342414624027,10714,822083584,0
10718,4663,13395342964731962,0,805306368,0
10719,4683,13395343003633422,0,805306368,0
10720,133,13395343144917985,10700,805306368,0
10721,9,13395343146821910,10647,805306368,0
10722,52,13395343148179956,10721,805306368,0
10723,4684,13395343149842547,10722,805306368,0
10724,52,13395343154875345,0,822083584,0
10725,4685,13395343156080712,10724,805306368,0
10726,52,13395343165820673,0,822083584,0
10727,4686,13395343168366565,10726,805306368,0
10728,52,13395343172322601,0,822083584,0
10729,4687,13395343175691114,10728,805306368,0
10730,52,13395343247093130,0,822083584,0
10731,4637,13395343250363008,10730,805306368,0
10732,52,13395343251159394,10642,822083584,0
10733,86,13395343253011457,10732,805306368,0
10734,4688,13395343255112919,10733,805306368,0
10735,86,13395343262328500,0,822083584,0
10736,4689,13395343266485131,10735,805306368,0
10737,86,13395343267093345,0,822083584,0
10738,52,13395343270864976,0,822083584,0
10739,4256,13395343273222117,0,268435464,0
10740,4255,13395343273222117,10739,-2147483640,0
10741,4690,13395343273222117,10740,-1610612728,0
10742,3550,13395343274944477,10741,805306375,0
10743,3884,13395343283615876,10742,805306375,0
10744,3552,13395343288891224,10743,805306375,0
10745,3885,13395343289132718,10744,805306375,0
10746,3886,13395343289314972,10745,268435463,0
10747,3887,13395343289314972,10746,-1610612729,0
10748,3888,13395343291714323,10747,805306368,0
10749,4691,13395343439233832,10748,805306368,0
10750,4692,13395343440525098,10749,805306368,0
10751,4693,13395343441359428,10750,805306368,0
10752,4694,13395343442058257,10751,805306368,0
10753,4695,13395343443018444,10752,268435456,0
10754,4695,13395343443774753,10753,1610612736,0
10755,4696,13395343444868351,10754,805306368,0
10756,4697,13395343450655262,10755,805306368,0
10757,4698,13395343451529477,10756,805306368,0
10758,4697,13395343473038817,10757,805306368,0
10759,4696,13395343473941160,10758,805306368,0
10760,4699,13395343475405145,10759,805306368,0
10761,4700,13395343476408853,10760,268435456,0
10762,4701,13395343476554620,10761,1610612736,0
10763,4598,13395343483647024,0,805306376,0
10764,29,13395344001001822,0,805306376,0
10765,9,13395344002504023,10738,805306368,0
10766,52,13395344003884090,10765,805306368,0
10767,4684,13395344004765975,10766,805306368,0
10768,52,13395344006015440,10723,822083584,0
10769,4663,13395514245787871,0,805306376,0
10770,52,13395514245830412,0,805306376,0
10771,4264,13395514248956953,0,805306376,0
10772,9,13395514250235491,10770,805306368,0
10773,4302,13395514252126063,0,805306376,0
10774,4702,13395514255158414,0,805306368,0
10775,4703,13395514256383098,0,805306368,0
10776,4704,13395514257918074,0,805306368,0
10777,4206,13395514258359550,0,805306376,0
10778,4705,13395514263436677,0,805306368,0
10779,3759,13395514270518634,0,805306376,0
10780,1671,13395514272616212,0,805306376,0
10781,3064,13395514276481541,0,805306376,0
10782,2668,13395514282046188,0,805306376,0
10783,85,13395514282838219,0,805306376,0
10784,2979,13395514286893632,0,805306376,0
10785,2332,13395514288442074,0,805306376,0
10786,4663,13395514288982937,0,805306368,0
10787,36,13395514288989301,0,805306368,0
10788,4706,13395514290750267,10772,805306368,0
10789,9,13395514293959310,10788,805306368,0
10790,2331,13395514296095349,0,805306376,0
10791,133,13395514297220848,0,805306376,0
10792,86,13395514297462675,10789,805306368,0
10793,4467,13395514299777129,0,805306376,0
10794,9,13395514302850106,0,822083584,0
10795,4706,13395514304201386,10772,822083584,0
10796,4627,13395514307220036,0,805306376,0
10797,9,13395514307697994,10795,822083584,0
10798,9,13395514308702512,10797,805306368,0
10799,4357,13395514312763410,0,805306376,0
10800,4544,13395514314793385,0,805306376,0
10801,36,13395514969824472,0,805306368,0
10802,4707,13395514987929883,0,805306368,0
10803,4708,13395514998000649,0,805306368,0
10804,4709,13395515004006815,0,268435456,0
10805,4710,13395515004006815,10804,-1610612736,0
10806,3409,13395515021923099,0,805306368,0
10807,4711,13395515024384966,0,805306368,0
10808,3409,13395515041351766,0,822083584,0
10809,36,13395515043321384,0,805306368,0
10810,4712,13395515048789136,0,805306368,0
10811,4713,13395515059917306,0,805306368,0
10812,4714,13395515063118923,0,805306368,0
10813,4715,13395515066893853,0,805306368,0
10814,4716,13395515069910558,0,805306368,0
10815,4674,13395515078651083,0,805306376,0
10816,25,13395515084580535,0,805306370,1
10817,36,13395515085227352,0,805306368,0
10818,36,13395515087425536,0,805306368,0
10819,4486,13395515089026045,10816,805306368,1
10820,4717,13395515092308418,10816,805306368,1
10821,4718,13395515092572550,0,805306368,0
10822,36,13395515448064314,0,805306368,0
10823,4719,13395515514344401,10816,805306368,1
10824,4719,13395515514352514,10816,805306368,1
10825,4720,13395515563833251,0,838860805,0
10826,4721,13395515589577572,10825,805306368,0
10827,4722,13395515603153538,0,805306368,0
10828,4721,13395515608709498,0,822083584,0
10829,4723,13395516234265716,10802,805306368,0
10830,134,13395516345724952,0,805306368,0
10831,468,13395516394152368,10830,805306368,0
10832,4724,13395516395376457,10830,805306368,0
10833,468,13395516411554858,10830,822083584,0
10834,4725,13395516439500611,10816,805306368,1
10835,4726,13395516439689411,10816,805306368,1
10836,4727,13395516440724823,10816,805306368,1
10837,4728,13395516440975228,10816,805306368,1
10838,4729,13395516442315138,10816,805306368,1
10839,4730,13395516442483237,10816,805306368,1
10840,4731,13395516445035908,10816,805306368,1
10841,4732,13395516445099372,10816,805306368,1
10842,4733,13395516445486069,10816,805306368,1
10843,4734,13395516445650853,10816,805306368,1
10844,4735,13395516446033179,10816,805306368,1
10845,4736,13395516446570170,10816,805306368,1
10846,4737,13395516447000782,10816,805306368,1
10847,4738,13395516447762254,10816,805306368,1
10848,4739,13395516448686031,10816,805306368,1
10849,4740,13395516449105810,10816,805306368,1
10850,4741,13395516449602903,10816,805306368,1
10851,4742,13395516449852851,10816,805306368,1
10852,4743,13395516450842643,10816,805306368,1
10853,4744,13395516451124483,10816,805306368,1
10854,4745,13395516451688083,10816,805306368,1
10855,4746,13395516452581100,10816,805306368,1
10856,4747,13395516452847490,10816,805306368,1
10857,4748,13395516453361089,10816,805306368,1
10858,4749,13395516455516586,10816,805306368,1
10859,4750,13395516455582968,10816,805306368,1
10860,4751,13395516456205353,10816,805306368,1
10861,4748,13395516456241766,10816,805306368,1
10862,4747,13395516456656996,10816,805306368,1
10863,4746,13395516457107416,10816,805306368,1
10864,4752,13395516457512311,10816,805306368,1
10865,4753,13395516457955442,10816,805306368,1
10866,4745,13395516458656506,10816,805306368,1
10867,4744,13395516459310261,10816,805306368,1
10868,4743,13395516460045951,10816,805306368,1
10869,4754,13395516460549940,10816,805306368,1
10870,4755,13395516461101495,10816,805306368,1
10871,4756,13395516462208604,10816,805306368,1
10872,4742,13395516462832145,10816,805306368,1
10873,4741,13395516463170957,10816,805306368,1
10874,4740,13395516463951426,10816,805306368,1
10875,4739,13395516464331363,10816,805306368,1
10876,4738,13395516464469574,10816,805306368,1
10877,4736,13395516465179546,10816,805306368,1
10878,4735,13395516465323193,10816,805306368,1
10879,4734,13395516465780398,10816,805306368,1
10880,4733,13395516465882143,10816,805306368,1
10881,4732,13395516466345343,10816,805306368,1
10882,4731,13395516466745236,10816,805306368,1
10883,4757,13395516467144158,10816,805306368,1
10884,4758,13395516467827498,10816,805306368,1
10885,4759,13395516468435406,10816,805306368,1
10886,4760,13395516469074277,10816,805306368,1
10887,4761,13395516469597337,10816,805306368,1
10888,4762,13395516470076087,10816,805306368,1
10889,4763,13395516470449667,10816,805306368,1
10890,4762,13395516471031061,10816,805306368,1
10891,4763,13395516471504173,10816,805306368,1
10892,4764,13395516471686706,10816,805306368,1
10893,4756,13395516472849245,10816,805306368,1
10894,4742,13395516472901442,10816,805306368,1
10895,4741,13395516473401932,10816,805306368,1
10896,4765,13395516474304168,10816,805306368,1
10897,4766,13395516484800013,10816,805306368,1
10898,4767,13395516485215971,10816,805306368,1
10899,4768,13395516485871403,10816,805306368,1
10900,4769,13395516486485560,10816,805306368,1
10901,4770,13395516486891368,10816,805306368,1
10902,4771,13395516488085878,10816,805306368,1
10903,4772,13395516488427600,10816,805306368,1
10904,4773,13395516488806224,10816,805306368,1
10905,4774,13395516489160540,10816,805306368,1
10906,4775,13395516489520516,10816,805306368,1
10907,4776,13395516489868312,10816,805306368,1
10908,4777,13395516490300500,10816,805306368,1
10909,4778,13395516490666215,10816,805306368,1
10910,4779,13395516491041852,10816,805306368,1
10911,4780,13395516491096120,10816,805306368,1
10912,4781,13395516491441051,10816,805306368,1
10913,4782,13395516491783930,10816,805306368,1
10914,4783,13395516492171311,10816,805306368,1
10915,4784,13395516492525641,10816,805306368,1
10916,4785,13395516492879039,10816,805306368,1
10917,4786,13395516493239629,10816,805306368,1
10918,4787,13395516493578476,10816,805306368,1
10919,4788,13395516493958201,10816,805306368,1
10920,4789,13395516493981393,10816,805306368,1
10921,4790,13395516494380058,10816,805306368,1
10922,4791,13395516494445378,10816,805306368,1
10923,4792,13395516495199069,10816,805306368,1
10924,4793,13395516495219154,10816,805306368,1
10925,4794,13395516495879598,10816,805306368,1
10926,4795,13395516495938383,0,805306368,0
10927,4796,13395516496280245,0,805306368,0
10928,4797,13395516496661362,0,805306368,0
10929,4798,13395516497258761,0,805306368,0
10930,4799,13395516497624852,0,805306368,0
10931,4800,13395516498031295,0,805306368,0
10932,4801,13395516498405638,0,805306368,0
10933,4802,13395516498774241,0,805306368,0
10934,4803,13395516499452289,0,805306368,0
10935,4804,13395516499487838,0,805306368,0
10936,4805,13395516499871093,0,805306368,0
10937,4806,13395516500237216,0,805306368,0
10938,4807,13395516500574950,0,805306368,0
10939,4808,13395516500944334,0,805306368,0
10940,4809,13395516502244976,0,805306368,0
10941,4810,13395516502258118,0,805306368,0
10942,4811,13395516502914764,0,805306368,0
10943,4812,13395516502921507,0,805306368,0
10944,4813,13395516503546497,0,805306368,0
10945,4814,13395516503559581,0,805306368,0
10946,4815,13395516503905803,0,805306368,0
10947,4816,13395516504627353,0,805306368,0
10948,4817,13395516504659267,0,805306368,0
10949,4730,13395516505361668,0,805306368,0
10950,4729,13395516505570686,0,805306368,0
10951,4818,13395516505957104,0,805306368,0
10952,4819,13395516506320195,0,805306368,0
10953,4820,13395516507247729,0,805306368,0
10954,4728,13395516507268996,0,805306368,0
10955,4727,13395516507609220,0,805306368,0
10956,4821,13395516508271220,0,805306368,0
10957,4822,13395516508277962,0,805306368,0
10958,4725,13395516509308968,0,805306368,0
10959,4823,13395516509330879,0,805306368,0
10960,4544,13395516514624220,0,805306376,0
10961,4824,13395516517731531,10960,805306368,0
10962,4825,13395516522265329,10961,805306368,0
10963,4826,13395516528662890,10962,805306368,0
10964,4827,13395516538006260,10963,805306368,0
10965,4828,13395516549218742,10964,805306368,0
10966,4829,13395516568341257,10965,805306368,0
10967,36,13395571829526372,0,805306376,0
10968,4723,13395571829539582,0,805306376,0
10969,4357,13395571830211571,0,805306376,0
10970,4708,13395571846454814,0,805306376,0
10971,4710,13395571848051955,0,805306376,0
10972,4703,13395571849781891,0,805306376,0
10973,4264,13395571854330626,0,805306376,0
10974,4302,13395571862281025,0,805306376,0
10975,3759,13395571878569603,0,805306376,0
10976,4830,13395571886105449,0,805306368,0
10977,1671,13395571899819995,0,805306376,0
10978,3064,13395571902222641,0,805306376,0
10979,2668,13395571905773752,0,805306376,0
10980,85,13395571910634764,0,805306376,0
10981,2979,13395571917807993,0,805306376,0
10982,2332,13395571921154725,0,805306376,0
10983,2331,13395571926251357,0,805306376,0
10984,468,13395571927985940,0,805306376,0
10985,4467,13395571931817622,0,805306376,0
10986,4627,13395571943838743,0,805306376,0
10987,9,13395571946007540,0,805306376,0
10988,4831,13395572227085451,10976,805306368,0
10989,4832,13395572265803379,10988,805306368,0
10990,4833,13395572326567688,10989,805306368,0
10991,4834,13395572346643375,0,805306368,0
10992,4835,13395572349246622,0,805306368,0
10993,4836,13395573291260147,10991,805306368,0
10994,133,13395573401408097,0,805306368,0
10995,4836,13395573601332744,10992,805306368,0
10996,36,13395573608781444,0,805306368,0
10997,36,13395573608787842,0,805306368,0
10998,4837,13395573612568791,0,805306368,0
10999,4838,13395573617166924,0,805306368,0
11000,375,13395575444580542,0,805306368,0
11001,133,13395575511717838,0,805306368,0
11002,134,13395575512072963,0,805306368,0
11003,133,13395575522378178,11002,805306368,0
11004,36,13395575530195912,0,805306368,0
11005,32,13395575584035483,0,268435458,5
11006,812,13395575584035483,11005,-1610612734,0
11007,512,13395575587515200,0,805306368,0
11008,783,13395575589369196,0,805306368,0
11009,784,13395575591070047,0,805306368,0
11010,783,13395575647440728,0,822083584,0
11011,783,13395575647544625,0,805306368,0
11012,4839,13395575653702065,0,805306368,0
11013,4840,13395575660761420,0,805306368,0
11014,4841,13395575661033894,0,805306368,0
11015,616,13395575673797313,11002,805306368,0
11016,616,13395576739375246,0,805306376,0
11017,1430,13395576745694987,0,805306376,0
11018,1267,13395576746291785,0,805306368,0
11019,133,13395576749104329,0,805306368,0
11020,153,13395576751932731,0,805306376,0
11021,156,13395576755145558,0,805306376,0
11022,4467,13395576758187204,0,805306376,0
11023,4627,13395576759033668,0,805306376,0
11024,9,13395576764850830,0,805306376,0
11025,36,13395576766317347,0,805306368,0
11026,4357,13395576770469231,0,805306376,0
11027,4842,13395576771811089,0,805306368,0
11028,9,13395577043310694,11024,805306368,0
11029,52,13395577045219443,11028,805306368,0
11030,4843,13395577055266969,11029,805306368,0
11031,52,13395577055826090,0,822083584,0
11032,4844,13395577063809752,11031,805306368,0
11033,52,13395577066460800,0,822083584,0
11034,9,13395577066520181,0,822083584,0
11035,86,13395577069259951,11034,805306368,0
11036,4845,13395577077168919,11035,805306368,0
11037,86,13395577078689431,0,822083584,0
11038,9,13395577078742794,0,822083584,0
11039,4706,13395577080082426,0,285212680,0
11040,9,13395577080082426,11039,-1593835512,0
11041,25,13395577082527705,0,805306370,1
11042,4486,13395577088786789,11041,805306368,1
11043,4846,13395577095883924,11041,805306368,1
11044,4840,13395577183550059,0,822083584,0
11045,4840,13395577183617897,0,805306368,0
11046,812,13395577186139594,0,805306368,0
11047,512,13395577190697213,0,805306368,0
11048,4847,13395577198360502,0,805306368,0
11049,4848,13395577199743527,0,805306368,0
11050,4847,13395577210805161,0,822083584,0
11051,4847,13395577210892455,0,805306368,0
11052,512,13395577211454348,0,822083584,0
11053,512,13395577211563412,0,805306368,0
11054,4849,13395577245545382,0,805306368,0
11055,4850,13395577259845682,0,805306368,0
11056,4851,13395577567741501,0,805306368,0
11057,133,13395579832883247,0,805306368,0
11058,36,13395579835131257,0,805306368,0
11059,4852,13395579849707740,0,805306368,0
11060,36,13395581514766195,0,805306368,0
11061,4853,13395581519869020,0,805306368,0
11062,36,13395582212681088,0,805306368,0
11063,4854,13395582764192734,0,805306368,0
11064,4850,13395583092716121,0,822083584,0
11065,4850,13395583092822939,0,805306368,0
11066,812,13395583100822349,0,805306368,0
11067,512,13395583102585801,0,805306368,0
11068,4855,13395583113307851,0,805306368,0
